Population,ID,Sex,Mom_ID,Litter,Treatment,Pred_Tutor,Pred,Tutor_pop,Birth Day,Day,Date,Time,Water,Weight,Run,Latency,Attempts,Notes
AL,ALF2_1G3Y.3.2,F,ALF2_1G3Y,3,pred-/dif,pred-/AH,pred-,AH,7-Mar,1,22-Apr,15:51,pred-,0.108,1,149,8,
AL,ALF2_1G3Y.3.2,F,ALF2_1G3Y,3,pred-/dif,pred-/AH,pred-,AH,7-Mar,2,24-Apr,14:30,pred+,0.108,2,40,26,
AL,ALF2_1O2G.2.2,F,ALF2_1O2G,2,pred-/dif,pred-/AH,pred-,AH,28-Feb,1,15-Apr,17:30,pred+,0.118,1,433,1,latency to feed was on a fally flake
AL,ALF2_1O2G.2.2,F,ALF2_1O2G,2,pred-/dif,pred-/AH,pred-,AH,28-Feb,2,16-Apr,17:37,pred-,0.118,1,480,3,
AL,ALF2_1O2G.3.2,F,ALF2_1O2G,3,pred-/dif,pred-/AH,pred-,AH,27-Mar,1,12-May,17:06,pred-,0.117,1,97,40,
AL,ALF2_1O2G.3.2,F,ALF2_1O2G,3,pred-/dif,pred-/AH,pred-,AH,27-Mar,2,13-May,17:25,pred+,0.117,1,28,16,
AL,ALF2_1O2G.4.3,F,ALF2_1O2G,4,pred-/dif,pred-/AH,pred-,AH,23-Apr,1,8-Jun,16:15,pred-,0.117,1,82,8,
AL,ALF2_1O2G.4.3,F,ALF2_1O2G,4,pred-/dif,pred-/AH,pred-,AH,23-Apr,2,10-Jun,15:05,pred+,0.117,2,357,1,
AL,ALF2_1O2G.6.2,F,ALF2_1O2G,6,pred-/dif,pred-/AH,pred-,AH,8-Aug,1,18-Sep,14:35,pred+,0.175,1,50,2,
AL,ALF2_1O2G.6.2,F,ALF2_1O2G,6,pred-/dif,pred-/AH,pred-,AH,8-Aug,2,19-Sep,16:06,pred-,0.175,1,25,38,
AL,ALF2_1O2O.2.4,F,ALF2_1O2O,2,pred-/dif,pred-/AH,pred-,AH,10-Jun,1,29-Jul,14:25,pred-,0.128,1,134,9,
AL,ALF2_1O2O.2.4,F,ALF2_1O2O,2,pred-/dif,pred-/AH,pred-,AH,10-Jun,2,30-Jul,15:21,pred+,0.128,1,479,1,
AL,ALF2_1O2O.3.3,F,ALF2_1O2O,3,pred-/dif,pred-/AH,pred-,AH,5-Jul,1,22-Aug,NA,pred-,0.113,3,600,0,didn't eat 3x
AL,ALF2_1O2O.3.3,F,ALF2_1O2O,3,pred-/dif,pred-/AH,pred-,AH,5-Jul,2,NA,NA,pred+,0.113,NA,NA,NA,not tested
AL,ALF2_1O3O.3.2,F,ALF2_1O3O,3,pred-/dif,pred-/AH,pred-,AH,7-Mar,1,22-Apr,15:41,pred-,0.113,1,58,2,pecked at the bottom
AL,ALF2_1O3O.3.2,F,ALF2_1O3O,3,pred-/dif,pred-/AH,pred-,AH,7-Mar,2,24-Apr,14:30,pred+,0.113,2,148,4,
AL,ALF2_1O3Y.3.5,F,ALF2_1O3Y,3,pred-/dif,pred-/AH,pred-,AH,2-Jul,1,17-Aug,13:56,pred-,0.127,1,120,12,"all pecks in middle of water column; was pecking against glass a little before 2  minutes, but wasn't sure so didn't count yet"
AL,ALF2_1O3Y.3.5,F,ALF2_1O3Y,3,pred-/dif,pred-/AH,pred-,AH,2-Jul,2,18-Aug,15:26,pred+,0.127,1,62,6,same as yesterday pecking at glass in middel of water column 
AL,ALF2_1O3Y.3.6,F,ALF2_1O3Y,3,pred-/dif,pred-/AH,pred-,AH,2-Jul,1,17-Aug,14:49,pred-,0.131,1,290,1,
AL,ALF2_1O3Y.3.6,F,ALF2_1O3Y,3,pred-/dif,pred-/AH,pred-,AH,2-Jul,2,19-Aug,15:50,pred+,0.131,2,123,2,
AL,ALF2_1P2Y.2.4,F,ALF2_1P2Y,2,pred-/dif,pred-/AH,pred-,AH,28-Jun,1,15-Aug,NA,pred+,0.134,3,600,0,didn't eat 3x
AL,ALF2_1P2Y.2.4,F,ALF2_1P2Y,2,pred-/dif,pred-/AH,pred-,AH,28-Jun,2,NA,NA,pred-,0.134,NA,NA,NA,not tested
AL,ALF2_1P2Y.3.2,F,ALF2_1P2Y,3,pred-/dif,pred-/AH,pred-,AH,30-Jul,1,14-Sep,15:10,pred-,0.104,1,161,1,
AL,ALF2_1P2Y.3.2,F,ALF2_1P2Y,3,pred-/dif,pred-/AH,pred-,AH,30-Jul,2,15-Sep,15:42,pred+,0.104,1,99,12,
AL,ALF2_1P3G.4.4,F,ALF2_1P3G,4,pred-/dif,pred-/AH,pred-,AH,21-Apr,1,10-Jun,NA,pred+,0.081,3,600,0,didn't eat 3x
AL,ALF2_1P3G.4.4,F,ALF2_1P3G,4,pred-/dif,pred-/AH,pred-,AH,21-Apr,1,NA,NA,NA,0.081,NA,NA,NA,didn't eat
AL,ALF2_1P3G.5.1,F,ALF2_1P3G,5,pred-/dif,pred-/AH,pred-,AH,15-May,1,30-Jun,14:24,pred-,0.122,1,25,48,weight 12 days after assay
AL,ALF2_1P3G.5.1,F,ALF2_1P3G,5,pred-/dif,pred-/AH,pred-,AH,15-May,2,1-Jul,14:58,pred+,0.122,1,54,11,
AL,ALF2_1P4G.2.3,F,ALF2_1P4G,2,pred-/dif,pred-/AH,pred-,AH,13-Jul,1,29-Aug,16:35,pred+,0.109,2,74,6,
AL,ALF2_1P4G.2.3,F,ALF2_1P4G,2,pred-/dif,pred-/AH,pred-,AH,13-Jul,2,30-Aug,16:50,pred-,0.109,1,99,5,didn't eat 8/28
AL,ALF2_1P4O.3.1,F,ALF2_1P4O,3,pred-/dif,pred-/AH,pred-,AH,26-Mar,1,12-May,NA,pred+,0.136,1,104,9,
AL,ALF2_1P4O.3.1,F,ALF2_1P4O,3,pred-/dif,pred-/AH,pred-,AH,26-Mar,2,13-May,17:30,pred-,0.136,1,54,10,
AL,ALF2_1P4O.7.2,F,ALF2_1P4O,7,pred-/dif,pred-/AH,pred-,AH,12-Aug,1,28-Sep,15:00,pred+,0.242,1,195,2,
AL,ALF2_1P4O.7.2,F,ALF2_1P4O,7,pred-/dif,pred-/AH,pred-,AH,12-Aug,2,29-Sep,15:46,pred-,0.242,1,128,14,middle and bottom
AL,ALF2_1P4P.2.2,F,ALF2_1P4P,2,pred-/dif,pred-/AH,pred-,AH,11-Jan,1,28-Feb,15:51,pred-,0.111,1,141,24,
AL,ALF2_1P4P.2.2,F,ALF2_1P4P,2,pred-/dif,pred-/AH,pred-,AH,11-Jan,2,1-Mar,15:24,pred+,0.111,1,19,70,
AL,ALF2_3G4G.2.2,F,ALF2_3G4G,2,pred-/dif,pred-/AH,pred-,AH,2-Feb,1,9-Apr,17:07,pred-,0.114,1,390,11,
AL,ALF2_3G4G.2.2,F,ALF2_3G4G,2,pred-/dif,pred-/AH,pred-,AH,2-Feb,2,10-Apr,17:12,pred+,0.114,1,550,1,
AL,ALF2_3G4G.3.3,F,ALF2_3G4G,3,pred-/dif,pred-/AH,pred-,AH,19-Mar,1,5-May,NA,pred+,0.083,2,247,4,
AL,ALF2_3G4G.3.3,F,ALF2_3G4G,3,pred-/dif,pred-/AH,pred-,AH,19-Mar,2,6-May,NA,pred-,0.083,1,47,3,
AL,ALF2_1G3O.2.2,M,ALF2_1G3O,2,pred-/dif,pred-/AH,pred-,AH,16-Jul,1,2-Sep,15:16,pred+,0.112,3,146,1,
AL,ALF2_1G3O.2.2,M,ALF2_1G3O,2,pred-/dif,pred-/AH,pred-,AH,16-Jul,2,3-Sep,13:06,pred-,0.112,1,19,16,refer to data sheet for why ran at 1:06 pm 
AL,ALF2_1G3P.4.2,M,ALF2_1G3P,4,pred-/dif,pred-/AH,pred-,AH,13-Feb,1,4-Apr,15:40,pred+,0.1,4,18,4,
AL,ALF2_1G3P.4.2,M,ALF2_1G3P,4,pred-/dif,pred-/AH,pred-,AH,13-Feb,2,5-Apr,15:55,pred-,0.1,1,192,4,
AL,ALF2_1G3P.5.1,M,ALF2_1G3P,5,pred-/dif,pred-/AH,pred-,AH,8-Mar,1,24-Apr,15:35,pred+,0.098,1,131,111,
AL,ALF2_1G3P.5.1,M,ALF2_1G3P,5,pred-/dif,pred-/AH,pred-,AH,8-Mar,2,25-Apr,15:23,pred-,0.098,1,31,61,
AL,ALF2_1G3Y.2.2,M,ALF2_1G3Y,2,pred-/dif,pred-/AH,pred-,AH,2-Feb,1,27-Mar,15:25,pred+,0.08,1,168,59,
AL,ALF2_1G3Y.2.2,M,ALF2_1G3Y,2,pred-/dif,pred-/AH,pred-,AH,2-Feb,2,28-Mar,15:50,pred-,0.08,1,60,29,
AL,ALF2_1O2O.1.1,M,ALF2_1O2O,1,pred-/dif,pred-/AH,pred-,AH,5-Feb,1,24-Mar,16:50,pred-,0.102,1,224,5,weight 13 days after assay
AL,ALF2_1O2O.1.1,M,ALF2_1O2O,1,pred-/dif,pred-/AH,pred-,AH,5-Feb,2,25-Mar,16:53,pred+,0.102,1,94,2,weight 13 days after assay
AL,ALF2_1O2O.3.4,M,ALF2_1O2O,3,pred-/dif,pred-/AH,pred-,AH,5-Jul,1,20-Aug,16:21,pred+,0.115,1,64,1,
AL,ALF2_1O2O.3.4,M,ALF2_1O2O,3,pred-/dif,pred-/AH,pred-,AH,5-Jul,2,21-Aug,16:33,pred-,0.115,1,271,31,
AL,ALF2_1O3O.2.2,M,ALF2_1O3O,2,pred-/dif,pred-/AH,pred-,AH,10-Feb,1,29-Mar,15:20,pred-,0.085,1,108,29,
AL,ALF2_1O3O.2.2,M,ALF2_1O3O,2,pred-/dif,pred-/AH,pred-,AH,10-Feb,2,30-Mar,16:00,pred+,0.085,1,290,2,
AL,ALF2_1O3Y.3.7,M,ALF2_1O3Y,3,pred-/dif,pred-/AH,pred-,AH,2-Jul,1,19-Aug,NA,pred+,0.111,3,600,0,didn't eat 3x
AL,ALF2_1O3Y.3.7,M,ALF2_1O3Y,3,pred-/dif,pred-/AH,pred-,AH,2-Jul,2,NA,NA,pred-,0.111,NA,NA,NA,not tested
AL,ALF2_1O3Y.4.2,M,ALF2_1O3Y,4,pred-/dif,pred-/AH,pred-,AH,3-Aug,1,20-Sep,17:01,pred-,0.041,3,326,3,"didn't eat 9/18, 9/19"
AL,ALF2_1O3Y.4.2,M,ALF2_1O3Y,4,pred-/dif,pred-/AH,pred-,AH,3-Aug,2,21-Sep,15:00,pred+,0.041,1,112,5,
AL,ALF2_1P3G.5.2,M,ALF2_1P3G,5,pred-/dif,pred-/AH,pred-,AH,15-May,1,1-Jul,15:11,pred+,0.092,2,542,1,didn't eat 6/30
AL,ALF2_1P3G.5.2,M,ALF2_1P3G,5,pred-/dif,pred-/AH,pred-,AH,15-May,2,2-Jul,16:13,pred-,0.092,1,419,1,weight 11 days after assay
AL,ALF2_1P4G.3.2,M,ALF2_1P4G,3,pred-/dif,pred-/AH,pred-,AH,9-Aug,1,24-Sep,13:25,pred+,0.099,1,126,44,
AL,ALF2_1P4G.3.2,M,ALF2_1P4G,3,pred-/dif,pred-/AH,pred-,AH,9-Aug,2,25-Sep,14:30,pred-,0.099,1,136,23,
AL,ALF2_1P4O.1.2,M,ALF2_1P4O,1,pred-/dif,pred-/AH,pred-,AH,28-Dec,1,12-Feb,15:03,pred-,0.072,1,66,54,
AL,ALF2_1P4O.1.2,M,ALF2_1P4O,1,pred-/dif,pred-/AH,pred-,AH,28-Dec,2,13-Feb,15:05,pred+,0.072,1,578,2,
AL,ALF2_1P4O.4.1,M,ALF2_1P4O,4,pred-/dif,pred-/AH,pred-,AH,20-Apr,1,5-Jun,14:28,pred-,0.107,1,50,10,
AL,ALF2_1P4O.4.1,M,ALF2_1P4O,4,pred-/dif,pred-/AH,pred-,AH,20-Apr,2,6-Jun,17:30,pred+,0.107,1,10,14,
AL,ALF2_1P4O.4.2,M,ALF2_1P4O,4,pred-/dif,pred-/AH,pred-,AH,20-Apr,1,5-Jun,14:00,pred+,0.101,1,214,1,
AL,ALF2_1P4O.4.2,M,ALF2_1P4O,4,pred-/dif,pred-/AH,pred-,AH,20-Apr,2,6-Jun,17:55,pred-,0.101,1,94,10,
AL,ALF2_1P4O.5.1,M,ALF2_1P4O,5,pred-/dif,pred-/AH,pred-,AH,18-May,1,3-Jul,15:31,pred-,0.109,1,14,16,all at bottom
AL,ALF2_1P4O.5.1,M,ALF2_1P4O,5,pred-/dif,pred-/AH,pred-,AH,18-May,2,4-Jul,14:40,pred+,0.109,1,88,4,
AL,ALF2_1P4O.6.4,M,ALF2_1P4O,6,pred-/dif,pred-/AH,pred-,AH,12-Jul,1,27-Aug,15:43,pred-,0.099,1,36,2,
AL,ALF2_1P4O.6.4,M,ALF2_1P4O,6,pred-/dif,pred-/AH,pred-,AH,12-Jul,2,29-Aug,16:13,pred+,0.099,2,64,6,didn't eat 8/28
AL,ALF2_1P4O.6.5,M,ALF2_1P4O,6,pred-/dif,pred-/AH,pred-,AH,12-Jul,1,27-Aug,15:34,pred+,0.0096,1,86,1,
AL,ALF2_1P4O.6.5,M,ALF2_1P4O,6,pred-/dif,pred-/AH,pred-,AH,12-Jul,2,29-Aug,16:08,pred-,0.0096,2,100,5,
AL,ALF2_1P4P.4.2,M,ALF2_1P4P,4,pred-/dif,pred-/AH,pred-,AH,4-Mar,1,19-Apr,15:44,pred-,0.087,1,315,11,so gentle 
AL,ALF2_1P4P.4.2,M,ALF2_1P4P,4,pred-/dif,pred-/AH,pred-,AH,4-Mar,2,20-Apr,17:00,pred+,0.087,1,122,1,
AL,ALF2_3G4G.1.1,M,ALF2_3G4G,1,pred-/dif,pred-/AH,pred-,AH,22-Jan,1,11-Mar,16:50,pred+,0.08,1,492,4,
AL,ALF2_3G4G.1.1,M,ALF2_3G4G,1,pred-/dif,pred-/AH,pred-,AH,22-Jan,2,12-Mar,15:50,pred-,0.08,1,260,1,
AL,ALF2_3G4G.2.3,M,ALF2_3G4G,2,pred-/dif,pred-/AH,pred-,AH,22-Feb,1,10-Apr,17:27,pred+,0.085,2,275,12,didn't eat 4/9
AL,ALF2_3G4G.2.3,M,ALF2_3G4G,2,pred-/dif,pred-/AH,pred-,AH,22-Feb,2,11-Apr,17:04,pred-,0.085,1,9,14,
AL,ALF2_3G4G.3.2,M,ALF2_3G4G,3,pred-/dif,pred-/AH,pred-,AH,19-Mar,1,4-May,17:11,pred-,0.088,1,46,5,
AL,ALF2_3G4G.3.2,M,ALF2_3G4G,3,pred-/dif,pred-/AH,pred-,AH,19-Mar,2,5-May,NA,pred+,0.088,1,294,1,
AL,ALF2_3G4G.4.3,M,ALF2_3G4G,4,pred-/dif,pred-/AH,pred-,AH,15-Apr,1,2-Jun,14:40,pred+,0.117,3,321,3,
AL,ALF2_3G4G.4.3,M,ALF2_3G4G,4,pred-/dif,pred-/AH,pred-,AH,15-Apr,2,3-Jun,16:35,pred-,0.117,1,8,7,
AL,ALF2_1G3Y.1.1,F,ALF2_1G3Y,1,pred-/same,pred-/AL,pred-,AL,11-Jan,1,27-Feb,16:02,pred+,0.068,2,467,5,
AL,ALF2_1G3Y.1.1,F,ALF2_1G3Y,1,pred-/same,pred-/AL,pred-,AL,11-Jan,2,1-Mar,15:20,pred-,0.068,2,39,2,
AL,ALF2_1O2G.4.1,F,ALF2_1O2G,4,pred-/same,pred-/AL,pred-,AL,23-Apr,1,9-Jun,14:36,pred+,0.122,2,308,1,
AL,ALF2_1O2G.4.1,F,ALF2_1O2G,4,pred-/same,pred-/AL,pred-,AL,23-Apr,2,10-Jun,14:54,pred-,0.122,1,201,1,
AL,ALF2_1O2G.6.1,F,ALF2_1O2G,6,pred-/same,pred-/AL,pred-,AL,3-Aug,1,18-Sep,14:30,pred-,0.153,1,247,10,ate at bottom of tank
AL,ALF2_1O2G.6.1,F,ALF2_1O2G,6,pred-/same,pred-/AL,pred-,AL,3-Aug,2,19-Sep,16:01,pred+,0.153,1,173,35,
AL,ALF2_1O2O.2.1,F,ALF2_1O2O,2,pred-/same,pred-/AL,pred-,AL,10-Jun,1,29-Jul,14:39,pred-,0.114,1,480,2,"all at bottom; may have missed some because was behind bottom rim; 7/29 not very active, sitting at bottom of tank then frantically swamn around bottom"
AL,ALF2_1O2O.2.1,F,ALF2_1O2O,2,pred-/same,pred-/AL,pred-,AL,10-Jun,2,1-Aug,14:00,pred+,0.114,3,96,10,7/30 - idn't eat; 7/31 didn't eat
AL,ALF2_1O2O.3.1,F,ALF2_1O2O,3,pred-/same,pred-/AL,pred-,AL,5-Jul,1,20-Aug,16:35,pred+,0.087,1,293,5,
AL,ALF2_1O2O.3.1,F,ALF2_1O2O,3,pred-/same,pred-/AL,pred-,AL,5-Jul,2,21-Aug,16:41,pred-,0.087,1,188,6,
AL,ALF2_1O3O.4.3,F,ALF2_1O3O,4,pred-/same,pred-/AL,pred-,AL,3-Apr,2,20-May,17:00,pred+,0.095,1,50,1,
AL,ALF2_1O3O.4.3,F,ALF2_1O3O,4,pred-/same,pred-/AL,pred-,AL,3-Apr,1,19-May,15:00,pred-,0.095,1,12,64,top
AL,ALF2_1O3Y.2.1,F,ALF2_1O3Y,2,pred-/same,pred-/AL,pred-,AL,25-Jan,1,12-Mar,16:02,pred-,0.092,1,452,24,
AL,ALF2_1O3Y.2.1,F,ALF2_1O3Y,2,pred-/same,pred-/AL,pred-,AL,25-Jan,2,14-Mar,15:25,pred+,0.092,2,262,8,
AL,ALF2_1O3Y.3.1,F,ALF2_1O3Y,3,pred-/same,pred-/AL,pred-,AL,2-Jul,1,18-Aug,15:33,pred-,0.103,2,144,6,didn't eat 8/17
AL,ALF2_1O3Y.3.1,F,ALF2_1O3Y,3,pred-/same,pred-/AL,pred-,AL,2-Jul,2,19-Aug,15:15,pred+,0.103,1,572,6,
AL,ALF2_1O3Y.3.2,F,ALF2_1O3Y,3,pred-/same,pred-/AL,pred-,AL,2-Jul,1,17-Aug,15:58,pred+,0.136,1,53,5,
AL,ALF2_1O3Y.3.2,F,ALF2_1O3Y,3,pred-/same,pred-/AL,pred-,AL,2-Jul,2,18-Aug,15:19,pred-,0.136,1,172,15,
AL,ALF2_1O3Y.3.3,F,ALF2_1O3Y,3,pred-/same,pred-/AL,pred-,AL,2-Jul,1,18-Aug,14:02,pred+,0.126,2,45,4,"didn't eat 8/17; 8/18 while running another trial, was pecking"
AL,ALF2_1O3Y.3.3,F,ALF2_1O3Y,3,pred-/same,pred-/AL,pred-,AL,2-Jul,2,19-Aug,15:40,pred-,0.126,1,339,5,
AL,ALF2_1O3Y.3.4,F,ALF2_1O3Y,3,pred-/same,pred-/AL,pred-,AL,2-Jul,1,17-Aug,16:07,pred-,0.123,1,145,6,
AL,ALF2_1O3Y.3.4,F,ALF2_1O3Y,3,pred-/same,pred-/AL,pred-,AL,2-Jul,2,18-Aug,15:00,pred+,0.123,1,322,1,
AL,ALF2_1P4G.2.1,F,ALF2_1P4G,2,pred-/same,pred-/AL,pred-,AL,13-Jul,1,28-Aug,16:12,pred+,0.165,1,436,14,didn't eat 8/29
AL,ALF2_1P4G.2.1,F,ALF2_1P4G,2,pred-/same,pred-/AL,pred-,AL,13-Jul,2,30-Aug,16:55,pred-,0.165,2,74,23,
AL,ALF2_1P4O.6.1,F,ALF2_1P4O,6,pred-/same,pred-/AL,pred-,AL,12-Jul,1,27-Aug,15:29,pred+,0.198,1,132,2,
AL,ALF2_1P4O.6.1,F,ALF2_1P4O,6,pred-/same,pred-/AL,pred-,AL,12-Jul,2,29-Aug,16:02,pred-,0.198,2,325,5,didn't eat 8/28
AL,ALF2_1P4O.6.3,F,ALF2_1P4O,6,pred-/same,pred-/AL,pred-,AL,12-Jul,1,27-Aug,15:49,pred-,0.152,1,80,59,
AL,ALF2_1P4O.6.3,F,ALF2_1P4O,6,pred-/same,pred-/AL,pred-,AL,12-Jul,2,28-Aug,15:11,pred+,0.152,1,474,14,
AL,ALF2_1P4P.4.1,F,ALF2_1P4P,4,pred-/same,pred-/AL,pred-,AL,4-Mar,1,19-Apr,15:44,pred-,0.12,1,31,21,
AL,ALF2_1P4P.4.1,F,ALF2_1P4P,4,pred-/same,pred-/AL,pred-,AL,4-Mar,2,20-Apr,16:50,pred-,0.12,1,94,4,
AL,ALF2_1P4P.5.1,F,ALF2_1P4P,5,pred-/same,pred-/AL,pred-,AL,30-Mar,1,16-May,10:14,pred-,0.108,2,89,9,didn't eat 5/15
AL,ALF2_1P4P.5.1,F,ALF2_1P4P,5,pred-/same,pred-/AL,pred-,AL,30-Mar,2,18-May,14:45,pred+,0.108,2,395,1,didn't eat 5/17
AL,ALF2_3G4G.2.1,F,ALF2_3G4G,2,pred-/same,pred-/AL,pred-,AL,22-Feb,1,9-Apr,17:29,pred-,0.132,1,262,7,
AL,ALF2_3G4G.2.1,F,ALF2_3G4G,2,pred-/same,pred-/AL,pred-,AL,22-Feb,2,10-Apr,17:35,pred+,0.132,1,22,1,
AL,ALF2_1G3P.2.1,M,ALF2_1G3P,2,pred-/same,pred-/AL,pred-,AL,22-Dec,1,7-Feb,16:12,pred+,0.084,2,600,0,didn't eat
AL,ALF2_1G3P.2.1,M,ALF2_1G3P,2,pred-/same,pred-/AL,pred-,AL,22-Dec,2,8-Feb,15:48,pred-,0.084,1,80,9,
AL,ALF2_1G3Y.3.1,M,ALF2_1G3Y,3,pred-/same,pred-/AL,pred-,AL,7-Mar,1,22-Apr,15:46,pred-,0.081,1,42,15,
AL,ALF2_1G3Y.3.1,M,ALF2_1G3Y,3,pred-/same,pred-/AL,pred-,AL,7-Mar,2,24-Apr,2:50,pred+,0.081,2,435,35,
AL,ALF2_1O2G.1.2,M,ALF2_1O2G,1,pred-/same,pred-/AL,pred-,AL,23-Jan,1,10-Mar,15:48,pred+,0.078,1,55,85,
AL,ALF2_1O2G.1.2,M,ALF2_1O2G,1,pred-/same,pred-/AL,pred-,AL,23-Jan,2,11-Mar,16:33,pred-,0.078,1,105,14,
AL,ALF2_1O2G.2.1,M,ALF2_1O2G,2,pred-/same,pred-/AL,pred-,AL,28-Feb,1,17-Apr,16:30,pred+,0.09,3,217,9,
AL,ALF2_1O2G.2.1,M,ALF2_1O2G,2,pred-/same,pred-/AL,pred-,AL,28-Feb,2,18-Apr,NA,pred-,0.09,1,215,3,
AL,ALF2_1O2G.4.2,M,ALF2_1O2G,4,pred-/same,pred-/AL,pred-,AL,23-Apr,1,8-Jun,15:55,pred-,0.107,1,136,1,
AL,ALF2_1O2G.4.2,M,ALF2_1O2G,4,pred-/same,pred-/AL,pred-,AL,23-Apr,2,9-Jun,14:18,pred+,0.107,1,69,1,
AL,ALF2_1O2O.2.3,M,ALF2_1O2O,2,pred-/same,pred-/AL,pred-,AL,10-Jun,1,29-Jul,16:00,pred-,0.086,3,271,10,didn't eat 7/27 very still at top of tank; didn't eat 7/28 more active swimming
AL,ALF2_1O2O.2.3,M,ALF2_1O2O,2,pred-/same,pred-/AL,pred-,AL,10-Jun,2,30-Jul,14:24,pred+,0.086,1,33,24,spooked when added food very active 
AL,ALF2_1O2O.3.2,M,ALF2_1O2O,3,pred-/same,pred-/AL,pred-,AL,5-Jul,1,20-Aug,15:38,pred-,0.087,1,493,3,
AL,ALF2_1O2O.3.2,M,ALF2_1O2O,3,pred-/same,pred-/AL,pred-,AL,5-Jul,2,21-Aug,15:59,pred+,0.087,1,71,52,watched pecking while running assay before; most at bottom last few at top
AL,ALF2_1O3O.2.1,M,ALF2_1O3O,2,pred-/same,pred-/AL,pred-,AL,10-Feb,1,29-Mar,15:30,pred+,0.084,1,102,23,
AL,ALF2_1O3O.2.1,M,ALF2_1O3O,2,pred-/same,pred-/AL,pred-,AL,10-Feb,2,2-Apr,15:50,pred-,0.084,4,520,8,
AL,ALF2_1O3O.3.1,M,ALF2_1O3O,3,pred-/same,pred-/AL,pred-,AL,7-Mar,1,22-Apr,15:58,pred-,0.066,1,159,39,
AL,ALF2_1O3O.3.1,M,ALF2_1O3O,3,pred-/same,pred-/AL,pred-,AL,7-Mar,2,24-Apr,NA,pred+,0.066,2,10,36,
AL,ALF2_1O3O.4.2,M,ALF2_1O3O,4,pred-/same,pred-/AL,pred-,AL,3-Apr,1,19-May,14:55,pred+,0.073,1,42,13,top
AL,ALF2_1O3O.4.2,M,ALF2_1O3O,4,pred-/same,pred-/AL,pred-,AL,3-Apr,2,20-May,17:13,pred-,0.073,1,98,7,top and bottom
AL,ALF2_1P2Y.3.1,M,ALF2_1P2Y,3,pred-/same,pred-/AL,pred-,AL,30-Jul,1,14-Sep,15:20,pred+,0.112,1,544,6,
AL,ALF2_1P2Y.3.1,M,ALF2_1P2Y,3,pred-/same,pred-/AL,pred-,AL,30-Jul,2,15-Sep,16:06,pred-,0.112,1,16,7,
AL,ALF2_1P3G.3.1,M,ALF2_1P3G,3,pred-/same,pred-/AL,pred-,AL,24-Mar,1,11-May,15:30,pred+,0.079,3,156,1,
AL,ALF2_1P3G.3.1,M,ALF2_1P3G,3,pred-/same,pred-/AL,pred-,AL,24-Mar,2,12-May,16:45,pred-,0.079,1,66,4,
AL,ALF2_1P3G.4.1,M,ALF2_1P3G,4,pred-/same,pred-/AL,pred-,AL,21-Apr,1,8-Jun,15:50,pred-,0.083,1,132,2,
AL,ALF2_1P3G.4.1,M,ALF2_1P3G,4,pred-/same,pred-/AL,pred-,AL,21-Apr,2,9-Jun,NA,pred+,0.083,1,53,1,
AL,ALF2_1P4G.2.2,M,ALF2_1P4G,2,pred-/same,pred-/AL,pred-,AL,13-Jul,1,28-Aug,15:43,pred-,0.103,1,49,36,first peck in middle
AL,ALF2_1P4G.2.2,M,ALF2_1P4G,2,pred-/same,pred-/AL,pred-,AL,13-Jul,2,29-Aug,16:30,pred+,0.103,1,22,46,first peck in middle
AL,ALF2_1P4O.7.1,M,ALF2_1P4O,7,pred-/same,pred-/AL,pred-,AL,8-Aug,1,28-Sep,15:15,pred+,0.098,1,75,5,
AL,ALF2_1P4O.7.1,M,ALF2_1P4O,7,pred-/same,pred-/AL,pred-,AL,8-Aug,2,29-Sep,15:50,pred-,0.098,1,10,1,
