Population,ID,Sex,Mom_ID,Litter,Treatment,Pred_Tutor,Pred,Tutor_pop,Birth Day,Day,Date,Time,Water,Weight,Run,Latency,Attempts,Notes
AL,ALF2_1P4P.3.1,M,ALF2_1P4P,3,pred-/same,pred-/AL,pred-,AL,5-Feb,1,24-Mar,16:59,pred-,0.108,1,119,46,weighted 13 days after assay
AL,ALF2_1P4P.3.1,M,ALF2_1P4P,3,pred-/same,pred-/AL,pred-,AL,5-Feb,2,25-Mar,16:59,pred+,0.108,1,313,57,
AL,ALF2_3G4G.3.1,M,ALF2_3G4G,3,pred-/same,pred-/AL,pred-,AL,19-Mar,1,4-May,16:46,pred+,0.093,1,147,14,
AL,ALF2_3G4G.3.1,M,ALF2_3G4G,3,pred-/same,pred-/AL,pred-,AL,19-Mar,2,5-May,20:43,pred-,0.093,1,117,4,
AL,ALF2_3G4G.4.1,M,ALF2_3G4G,4,pred-/same,pred-/AL,pred-,AL,15-Apr,1,31-May,14:28,pred-,0.107,1,246,1,
AL,ALF2_3G4G.4.1,M,ALF2_3G4G,4,pred-/same,pred-/AL,pred-,AL,15-Apr,2,1-Jun,17:47,pred+,0.107,1,99,8,
AL,ALF2_3G4G.4.2,M,ALF2_3G4G,4,pred-/same,pred-/AL,pred-,AL,15-Apr,1,1-Jun,17:53,pred+,0.142,2,26,19,
AL,ALF2_3G4G.4.2,M,ALF2_3G4G,4,pred-/same,pred-/AL,pred-,AL,15-Apr,2,2-Jun,14:50,pred-,0.142,1,221,1,
AL,ALF2_1G3Y.1.2,F,ALF2_1G3Y,1,pred+/dif,pred+/AH,pred+,AH,11-Jan,1,28-Feb,15:38,pred-,0.097,1,292,1,
AL,ALF2_1G3Y.1.2,F,ALF2_1G3Y,1,pred+/dif,pred+/AH,pred+,AH,11-Jan,2,1-Mar,15:07,pred+,0.097,1,450,2,
AL,ALF2_1G3Y.3.6,F,ALF2_1G3Y,3,pred+/dif,pred+/AH,pred+,AH,7-Mar,1,22-Apr,15:30,pred+,0.106,1,210,1,
AL,ALF2_1G3Y.3.6,F,ALF2_1G3Y,3,pred+/dif,pred+/AH,pred+,AH,7-Mar,2,24-Apr,15:20,pred-,0.106,2,94,1,
AL,ALF2_1O2G.1.3,F,ALF2_1O2G,1,pred+/dif,pred+/AH,pred+,AH,23-Jan,1,10-Mar,15:55,pred-,0.104,1,221,90,
AL,ALF2_1O2G.1.3,F,ALF2_1O2G,1,pred+/dif,pred+/AH,pred+,AH,23-Jan,2,11-Mar,16:40,pred+,0.104,1,215,67,
AL,ALF2_1O2G.2.5,F,ALF2_1O2G,2,pred+/dif,pred+/AH,pred+,AH,28-Feb,1,15-Apr,17:50,pred+,0.126,1,232,6,
AL,ALF2_1O2G.2.5,F,ALF2_1O2G,2,pred+/dif,pred+/AH,pred+,AH,28-Feb,2,16-Apr,NA,pred-,0.126,NA,206,11,
AL,ALF2_1O2G.3.4,F,ALF2_1O2G,3,pred+/dif,pred+/AH,pred+,AH,27-Mar,1,12-May,16:54,pred-,0.114,1,307,4,
AL,ALF2_1O2G.3.4,F,ALF2_1O2G,3,pred+/dif,pred+/AH,pred+,AH,27-Mar,2,13-May,17:20,pred+,0.114,1,222,8,
AL,ALF2_1O2G.4.6,F,ALF2_1O2G,4,pred+/dif,pred+/AH,pred+,AH,23-Apr,1,8-Jun,16:40,pred+,0.136,1,131,24,bottom
AL,ALF2_1O2G.4.6,F,ALF2_1O2G,4,pred+/dif,pred+/AH,pred+,AH,23-Apr,2,9-Jun,14:49,pred-,0.136,1,452,2,
AL,ALF2_1O2G.4.7,F,ALF2_1O2G,4,pred+/dif,pred+/AH,pred+,AH,23-Apr,1,8-Jun,16:20,pred-,0.137,1,14,3,
AL,ALF2_1O2G.4.7,F,ALF2_1O2G,4,pred+/dif,pred+/AH,pred+,AH,23-Apr,2,9-Jun,15:22,pred+,0.137,1,156,2,
AL,ALF2_1O2O.3.7,F,ALF2_1O2O,3,pred+/dif,pred+/AH,pred+,AH,5-Jul,1,20-Aug,16:28,pred+,0.11,1,73,2,
AL,ALF2_1O2O.3.7,F,ALF2_1O2O,3,pred+/dif,pred+/AH,pred+,AH,5-Jul,2,21-Aug,16:25,pred-,0.11,1,32,34,
AL,ALF2_1O3O.5.3,F,ALF2_1O3O,5,pred+/dif,pred+/AH,pred+,AH,29-Apr,1,15-Jun,15:30,pred+,0.184,1,140,155,"172 attempts is actually out of 3 min and 20 sec because forgot to look at timer, so took average pecks per min and multiplied by 3"
AL,ALF2_1O3O.5.3,F,ALF2_1O3O,5,pred+/dif,pred+/AH,pred+,AH,29-Apr,2,16-Jun,15:33,pred-,0.184,1,20,32,
AL,ALF2_1O3Y.3.12,F,ALF2_1O3Y,3,pred+/dif,pred+/AH,pred+,AH,2-Jul,1,17-Aug,14:14,pred-,0.123,1,362,108,"didn't eat 8/18, 8/19, 8/20"
AL,ALF2_1O3Y.3.12,F,ALF2_1O3Y,3,pred+/dif,pred+/AH,pred+,AH,2-Jul,2,NA,NA,pred+,0.123,3,600,0,didn't eat
AL,ALF2_1O3Y.3.13,F,ALF2_1O3Y,3,pred+/dif,pred+/AH,pred+,AH,2-Jul,1,17-Aug,14:03,pred-,0.095,1,65,1,
AL,ALF2_1O3Y.3.13,F,ALF2_1O3Y,3,pred+/dif,pred+/AH,pred+,AH,2-Jul,2,18-Aug,14:50,pred+,0.095,1,584,1,
AL,ALF2_1P3G.5.3,F,ALF2_1P3G,5,pred+/dif,pred+/AH,pred+,AH,15-May,1,30-Jun,14:18,pred-,0.122,1,194,4,was very still most of tiral 
AL,ALF2_1P3G.5.3,F,ALF2_1P3G,5,pred+/dif,pred+/AH,pred+,AH,15-May,2,1-Jul,14:52,pred+,0.122,1,46,3,weight 13 days after assay
AL,ALF2_1P4O.2.1,F,ALF2_1P4O,2,pred+/dif,pred+/AH,pred+,AH,24-Feb,1,11-Apr,16:55,pred+,0.111,1,370,4,
AL,ALF2_1P4O.2.1,F,ALF2_1P4O,2,pred+/dif,pred+/AH,pred+,AH,24-Feb,2,12-Apr,15:23,pred-,0.111,1,247,5,mostly ate from bottom
AL,ALF2_1P4O.4.4,F,ALF2_1P4O,4,pred+/dif,pred+/AH,pred+,AH,20-Apr,1,5-Jun,14:20,pred+,0.14,1,168,46,
AL,ALF2_1P4O.4.4,F,ALF2_1P4O,4,pred+/dif,pred+/AH,pred+,AH,20-Apr,2,6-Jun,17:40,pred-,0.14,1,227,28,bottom to top
AL,ALF2_1P4O.7.4,F,ALF2_1P4O,7,pred+/dif,pred+/AH,pred+,AH,8-Aug,1,28-Sep,15:20,pred-,0.152,1,285,43,
AL,ALF2_1P4O.7.4,F,ALF2_1P4O,7,pred+/dif,pred+/AH,pred+,AH,8-Aug,2,29-Sep,15:40,pred+,0.152,1,47,7,
AL,ALF2_1P4P.5.2,F,ALF2_1P4P,5,pred+/dif,pred+/AH,pred+,AH,30-Mar,1,15-May,15:55,pred+,0.137,1,119,2,
AL,ALF2_1P4P.5.2,F,ALF2_1P4P,5,pred+/dif,pred+/AH,pred+,AH,30-Mar,2,17-May,14:30,pred-,0.137,2,100,29,
AL,ALF2_3G4G.1.5,F,ALF2_3G4G,1,pred+/dif,pred+/AH,pred+,AH,22-Jan,1,9-Mar,15:30,pred+,0.121,1,145,7,
AL,ALF2_3G4G.1.5,F,ALF2_3G4G,1,pred+/dif,pred+/AH,pred+,AH,22-Jan,2,11-Mar,16:20,pred-,0.121,2,147,2,
AL,ALF2_3G4G.2.5,F,ALF2_3G4G,2,pred+/dif,pred+/AH,pred+,AH,22-Feb,1,9-Apr,16:43,pred-,0.118,1,5,60,
AL,ALF2_3G4G.2.5,F,ALF2_3G4G,2,pred+/dif,pred+/AH,pred+,AH,22-Feb,2,10-Apr,17:07,pred+,0.118,1,55,7,lots of swimming in circles 
AL,ALF2_3G4G.3.9,F,ALF2_3G4G,3,pred+/dif,pred+/AH,pred+,AH,19-Mar,1,4-May,17:15,pred+,0.122,1,81,62,
AL,ALF2_3G4G.3.9,F,ALF2_3G4G,3,pred+/dif,pred+/AH,pred+,AH,19-Mar,2,5-May,NA,pred-,0.122,1,20,15,
AL,ALF2_3G4G.4.6,F,ALF2_3G4G,4,pred+/dif,pred+/AH,pred+,AH,15-Apr,1,1-Jun,18:10,pred-,0.137,2,35,30,
AL,ALF2_3G4G.4.6,F,ALF2_3G4G,4,pred+/dif,pred+/AH,pred+,AH,15-Apr,2,2-Jun,14:30,pred+,0.137,1,121,9,
AL,ALF2_1G3P.4.4,M,ALF2_1G3P,4,pred+/dif,pred+/AH,pred+,AH,13-Feb,1,1-Apr,15:00,pred-,0.087,1,149,2,frantic swimming 
AL,ALF2_1G3P.4.4,M,ALF2_1G3P,4,pred+/dif,pred+/AH,pred+,AH,13-Feb,2,2-Apr,16:00,pred+,0.087,1,15,6,
AL,ALF2_1G3P.5.4,M,ALF2_1G3P,5,pred+/dif,pred+/AH,pred+,AH,8-Mar,1,24-Apr,15:30,pred-,0.088,1,22,30,
AL,ALF2_1G3P.5.4,M,ALF2_1G3P,5,pred+/dif,pred+/AH,pred+,AH,8-Mar,2,25-Apr,15:50,pred+,0.088,1,4,46,
AL,ALF2_1G3P.6.1,M,ALF2_1G3P,6,pred+/dif,pred+/AH,pred+,AH,31-Mar,1,16-May,10:19,pred-,0.106,1,62,7,
AL,ALF2_1G3P.6.1,M,ALF2_1G3P,6,pred+/dif,pred+/AH,pred+,AH,31-Mar,2,17-May,14:52,pred+,0.106,1,144,2,
AL,ALF2_1O2G.3.5,M,ALF2_1O2G,3,pred+/dif,pred+/AH,pred+,AH,27-Mar,1,14-May,15:54,pred+,0.13,3,55,13,redo from 5/12 and 5/13
AL,ALF2_1O2G.3.5,M,ALF2_1O2G,3,pred+/dif,pred+/AH,pred+,AH,27-Mar,2,15-May,15:30,pred-,0.13,1,14,2,
AL,ALF2_1O2O.1.7,M,ALF2_1O2O,1,pred+/dif,pred+/AH,pred+,AH,5-Feb,1,24-Mar,16:05,pred+,0.101,1,220,2,weight 13 days after assay
AL,ALF2_1O2O.1.7,M,ALF2_1O2O,1,pred+/dif,pred+/AH,pred+,AH,5-Feb,2,25-Mar,16:13,pred-,0.101,1,599,7,
AL,ALF2_1O2O.2.11,M,ALF2_1O2O,2,pred+/dif,pred+/AH,pred+,AH,10-Jun,1,27-Jul,15:30,pred+,0.084,1,442,2,
AL,ALF2_1O2O.2.11,M,ALF2_1O2O,2,pred+/dif,pred+/AH,pred+,AH,10-Jun,2,28-Jul,15:30,pred-,0.084,1,35,24,
AL,ALF2_1O2O.2.9,M,ALF2_1O2O,2,pred+/dif,pred+/AH,pred+,AH,10-Jun,1,27-Jul,15:18,pred+,0.094,1,42,2,didn't eat 7/28
AL,ALF2_1O2O.2.9,M,ALF2_1O2O,2,pred+/dif,pred+/AH,pred+,AH,10-Jun,2,29-Jul,16:06,pred-,0.094,2,86,7,
AL,ALF2_1O2O.3.8,M,ALF2_1O2O,3,pred+/dif,pred+/AH,pred+,AH,5-Jul,1,20-Aug,15:50,pred-,0.135,1,90,12,mostly bottom pecks
AL,ALF2_1O2O.3.8,M,ALF2_1O2O,3,pred+/dif,pred+/AH,pred+,AH,5-Jul,2,21-Aug,16:09,pred+,0.135,1,329,1,
AL,ALF2_1O3O.4.6,M,ALF2_1O3O,4,pred+/dif,pred+/AH,pred+,AH,3-Apr,1,19-May,14:49,pred+,0.073,1,26,7,top to bottom
AL,ALF2_1O3O.4.6,M,ALF2_1O3O,4,pred+/dif,pred+/AH,pred+,AH,3-Apr,2,20-May,17:18,pred-,0.073,1,40,3,
AL,ALF2_1O3O.6.2,M,ALF2_1O3O,6,pred+/dif,pred+/AH,pred+,AH,18-May,1,11-Jul,14:57,pred-,0.116,1,75,80,weight 15 days after assay
AL,ALF2_1O3O.6.2,M,ALF2_1O3O,6,pred+/dif,pred+/AH,pred+,AH,18-May,2,13-Jul,14:19,pred+,0.116,2,11,3,didn't eat 7/12 very still sitting at top of tank
AL,ALF2_1O3Y.1.1,M,ALF2_1O3Y,1,pred+/dif,pred+/AH,pred+,AH,22-Dec,1,7-Feb,16:25,pred+,0.083,2,106,2,redone from 2/6
AL,ALF2_1O3Y.1.1,M,ALF2_1O3Y,1,pred+/dif,pred+/AH,pred+,AH,22-Dec,2,8-Feb,15:55,pred-,0.083,1,21,8,
AL,ALF2_1O3Y.3.14,M,ALF2_1O3Y,3,pred+/dif,pred+/AH,pred+,AH,2-Jul,1,17-Aug,15:07,pred+,0.094,1,278,1,
AL,ALF2_1O3Y.3.14,M,ALF2_1O3Y,3,pred+/dif,pred+/AH,pred+,AH,2-Jul,2,19-Aug,16:17,pred-,0.094,2,77,1,didn't eat 8/18
AL,ALF2_1P2Y.2.9,M,ALF2_1P2Y,2,pred+/dif,pred+/AH,pred+,AH,28-Jun,1,15-Aug,14:57,pred-,0.109,3,432,3,"didn't eat 8/13, /14"
AL,ALF2_1P2Y.2.9,M,ALF2_1P2Y,2,pred+/dif,pred+/AH,pred+,AH,28-Jun,2,16-Aug,15:33,pred+,0.109,1,164,5,this may be a miswritted ID - grwoth log 1P3Y.2.9
AL,ALF2_1P4G.3.5,M,ALF2_1P4G,3,pred+/dif,pred+/AH,pred+,AH,9-Aug,1,24-Sep,13:50,pred+,0.097,1,37,15,
AL,ALF2_1P4G.3.5,M,ALF2_1P4G,3,pred+/dif,pred+/AH,pred+,AH,9-Aug,2,25-Sep,15:10,pred-,0.097,1,85,10,
AL,ALF2_1P4G.3.6,M,ALF2_1P4G,3,pred+/dif,pred+/AH,pred+,AH,9-Aug,1,24-Sep,13:37,pred-,0.118,1,346,3,didn't eat 9/25
AL,ALF2_1P4G.3.6,M,ALF2_1P4G,3,pred+/dif,pred+/AH,pred+,AH,9-Aug,2,26-Sep,14:00,pred+,0.118,2,255,2,doulbe fed in morning
AL,ALF2_3G4G.2.6,M,ALF2_3G4G,2,pred+/dif,pred+/AH,pred+,AH,22-Feb,2,10-Apr,16:56,pred-,0.117,1,50,31,
AL,ALF2_3G4G.2.6,M,ALF2_3G4G,2,pred+/dif,pred+/AH,pred+,AH,22-Feb,1,9-Apr,17:07,pred+,0.117,1,337,1,
AL,ALF2_1G3P.5.6,F,ALF2_1G3P,5,pred+/same,pred+/AL,pred+,AL,11-Mar,1,27-Apr,15:08,pred-,0.11,1,61,23,
AL,ALF2_1G3P.5.6,F,ALF2_1G3P,5,pred+/same,pred+/AL,pred+,AL,11-Mar,2,30-Apr,15:00,pred+,0.11,3,345,6,
AL,ALF2_1G3P.6.2,F,ALF2_1G3P,6,pred+/same,pred+/AL,pred+,AL,31-Mar,1,16-May,10:27,pred-,0.084,1,91,16,
AL,ALF2_1G3P.6.2,F,ALF2_1G3P,6,pred+/same,pred+/AL,pred+,AL,31-Mar,2,19-May,NA,pred+,0.084,3,NA,NA,fish kind of tilted on 5/17
AL,ALF2_1O2G.2.4,F,ALF2_1O2G,2,pred+/same,pred+/AL,pred+,AL,28-Feb,1,17-Apr,16:40,pred+,0.085,3,190,7,
AL,ALF2_1O2G.2.4,F,ALF2_1O2G,2,pred+/same,pred+/AL,pred+,AL,28-Feb,2,19-Apr,15:26,pred-,0.085,2,470,3,middle of water column 
AL,ALF2_1O2G.4.5,F,ALF2_1O2G,4,pred+/same,pred+/AL,pred+,AL,23-Apr,1,8-Jun,16:30,pred-,0.093,1,84,1,
AL,ALF2_1O2G.4.5,F,ALF2_1O2G,4,pred+/same,pred+/AL,pred+,AL,23-Apr,2,9-Jun,15:15,pred+,0.093,1,126,1,
AL,ALF2_1O2O.3.6,F,ALF2_1O2O,3,pred+/same,pred+/AL,pred+,AL,5-Jul,1,22-Aug,14:27,pred+,0.155,3,432,22,"weight 14 days after assay; didn't eat 8/20, 8/21"
AL,ALF2_1O2O.3.6,F,ALF2_1O2O,3,pred+/same,pred+/AL,pred+,AL,5-Jul,2,25-Aug,15:14,pred-,0.155,3,12,56,"didn't eat 8/23, 8/24"
AL,ALF2_1O3O.2.4,F,ALF2_1O3O,2,pred+/same,pred+/AL,pred+,AL,10-Feb,1,29-Mar,15:15,pred+,0.094,1,73,30,
AL,ALF2_1O3O.2.4,F,ALF2_1O3O,2,pred+/same,pred+/AL,pred+,AL,10-Feb,2,30-Mar,16:00,pred-,0.094,1,80,10,only day 1 videos 
AL,ALF2_1O3O.4.5,F,ALF2_1O3O,4,pred+/same,pred+/AL,pred+,AL,3-Apr,1,19-May,14:44,pred+,0.014,1,34,47,bottom;top;bottom
AL,ALF2_1O3O.4.5,F,ALF2_1O3O,4,pred+/same,pred+/AL,pred+,AL,3-Apr,2,20-May,17:23,pred-,0.014,1,105,4,"data sheet said pred-/same, but the growth log shows pred+/same "
AL,ALF2_1O3O.6.1,F,ALF2_1O3O,6,pred+/same,pred+/AL,pred+,AL,26-May,1,11-Jul,15:02,pred+,0.118,1,41,22,first 7 pecks at bottom
AL,ALF2_1O3O.6.1,F,ALF2_1O3O,6,pred+/same,pred+/AL,pred+,AL,26-May,2,12-Jul,14:08,pred-,0.118,1,356,2,
AL,ALF2_1O3Y.3.10,F,ALF2_1O3Y,3,pred+/same,pred+/AL,pred+,AL,2-Jul,1,17-Aug,14:29,pred-,0.127,1,244,1,
AL,ALF2_1O3Y.3.10,F,ALF2_1O3Y,3,pred+/same,pred+/AL,pred+,AL,2-Jul,2,19-Aug,15:58,pred+,0.127,2,221,9,
AL,ALF2_1P2Y.2.7,F,ALF2_1P2Y,2,pred+/same,pred+/AL,pred+,AL,28-Jun,1,15-Aug,14:00,pred+,0.138,3,71,8,"didn't eat 8/13, 8/14"
AL,ALF2_1P2Y.2.7,F,ALF2_1P2Y,2,pred+/same,pred+/AL,pred+,AL,28-Jun,2,16-Aug,15:27,pred-,0.138,1,76,43,
AL,ALF2_1P3G.3.6,F,ALF2_1P3G,3,pred+/same,pred+/AL,pred+,AL,23-Mar,1,11-May,15:24,pred+,0.11,3,19,5,
AL,ALF2_1P3G.3.6,F,ALF2_1P3G,3,pred+/same,pred+/AL,pred+,AL,23-Mar,2,12-May,16:49,pred-,0.11,1,43,3,
AL,ALF2_1P3G.4.5,F,ALF2_1P3G,4,pred+/same,pred+/AL,pred+,AL,21-Apr,1,8-Jun,16:27,pred+,0.093,1,24,25,
AL,ALF2_1P3G.4.5,F,ALF2_1P3G,4,pred+/same,pred+/AL,pred+,AL,21-Apr,2,9-Jun,14:55,pred-,0.093,1,40,7,
AL,ALF2_1P4G.2.4,F,ALF2_1P4G,2,pred+/same,pred+/AL,pred+,AL,13-Jul,1,28-Aug,15:49,pred-,0.097,1,99,43,
AL,ALF2_1P4G.2.4,F,ALF2_1P4G,2,pred+/same,pred+/AL,pred+,AL,13-Jul,2,30-Aug,16:59,pred+,0.097,2,92,18,didn't eat 8/29
AL,ALF2_1P4G.3.3,F,ALF2_1P4G,3,pred+/same,pred+/AL,pred+,AL,9-Aug,1,24-Sep,13:45,pred+,0.156,1,147,78,started eating at bottom
AL,ALF2_1P4G.3.3,F,ALF2_1P4G,3,pred+/same,pred+/AL,pred+,AL,9-Aug,2,25-Sep,15:45,pred-,0.156,1,184,64,
AL,ALF2_1P4G.3.4,F,ALF2_1P4G,3,pred+/same,pred+/AL,pred+,AL,9-Aug,1,NA,NA,pred-,0.146,3,600,0,"didn't eat 9/24, 9/25, 9/26"
AL,ALF2_1P4G.3.4,F,ALF2_1P4G,3,pred+/same,pred+/AL,pred+,AL,9-Aug,2,NA,NA,pred+,0.146,NA,NA,NA,not tested
AL,ALF2_1P4O.1.3,F,ALF2_1P4O,1,pred+/same,pred+/AL,pred+,AL,28-Dec,1,12-Feb,14:56,pred+,0.091,1,76,84,
AL,ALF2_1P4O.1.3,F,ALF2_1P4O,1,pred+/same,pred+/AL,pred+,AL,28-Dec,2,13-Feb,14:50,pred-,0.091,1,100,3,
AL,ALF2_1P4P.3.3,F,ALF2_1P4P,3,pred+/same,pred+/AL,pred+,AL,5-Feb,1,24-Mar,16:43,pred+,0.16,1,154,17,ate from bottom
AL,ALF2_1P4P.3.3,F,ALF2_1P4P,3,pred+/same,pred+/AL,pred+,AL,5-Feb,2,25-Mar,16:45,pred-,0.16,1,97,2,weight 14 days after assay
AL,ALF2_3G4G.1.4,F,ALF2_3G4G,1,pred+/same,pred+/AL,pred+,AL,22-Jan,1,12-Mar,NA,pred-,0.112,3,600,0,didn't eat 3x
AL,ALF2_3G4G.1.4,F,ALF2_3G4G,1,pred+/same,pred+/AL,pred+,AL,22-Jan,2,NA,NA,pred+,0.112,NA,NA,NA,not tested
AL,ALF2_3G4G.4.5,F,ALF2_3G4G,4,pred+/same,pred+/AL,pred+,AL,15-Apr,1,31-May,15:10,pred+,0.096,1,366,1,
AL,ALF2_3G4G.4.5,F,ALF2_3G4G,4,pred+/same,pred+/AL,pred+,AL,15-Apr,2,1-Jun,18:18,pred-,0.096,1,322,2,
AL,ALF2_1G3O.2.5,M,ALF2_1G3O,2,pred+/same,pred+/AL,pred+,AL,16-Jul,1,31-Aug,14:15,pred+,0.101,1,408,3,"all middle, may have pecked earlier but not certain"
AL,ALF2_1G3O.2.5,M,ALF2_1G3O,2,pred+/same,pred+/AL,pred+,AL,16-Jul,2,1-Sep,17:23,pred-,0.101,1,572,12,
AL,ALF2_1G3P.4.3,M,ALF2_1G3P,4,pred+/same,pred+/AL,pred+,AL,13-Feb,1,1-Apr,15:00,pred-,0.105,1,124,43,frantic swimming 
AL,ALF2_1G3P.4.3,M,ALF2_1G3P,4,pred+/same,pred+/AL,pred+,AL,13-Feb,2,2-Apr,15:50,pred+,0.105,1,16,34,
AL,ALF2_1G3Y.2.4,M,ALF2_1G3Y,2,pred+/same,pred+/AL,pred+,AL,8-Feb,1,27-Mar,15:15,pred-,0.076,1,47,53,
AL,ALF2_1G3Y.2.4,M,ALF2_1G3Y,2,pred+/same,pred+/AL,pred+,AL,8-Feb,2,28-Mar,15:55,pred+,0.076,1,23,5,
AL,ALF2_1O2O.1.6,M,ALF2_1O2O,1,pred+/same,pred+/AL,pred+,AL,5-Feb,1,24-Mar,16:19,pred+,0.095,1,238,9,weight 13 days after assay
AL,ALF2_1O2O.1.6,M,ALF2_1O2O,1,pred+/same,pred+/AL,pred+,AL,5-Feb,2,25-Mar,16:29,pred-,0.095,1,44,6,
AL,ALF2_1O2O.2.6,M,ALF2_1O2O,2,pred+/same,pred+/AL,pred+,AL,10-Jun,1,29-Jul,NA,pred+,0.083,3,600,0,didn’t eat 3x
AL,ALF2_1O2O.2.6,M,ALF2_1O2O,2,pred+/same,pred+/AL,pred+,AL,10-Jun,2,NA,NA,pred-,0.083,NA,NA,NA,not tested
AL,ALF2_1O2O.2.7,M,ALF2_1O2O,2,pred+/same,pred+/AL,pred+,AL,10-Jun,1,28-Jul,16:10,pred+,0.075,2,197,2,didn't eat 7/27; 7/29
AL,ALF2_1O2O.2.7,M,ALF2_1O2O,2,pred+/same,pred+/AL,pred+,AL,10-Jun,2,30-Jul,14:29,pred-,0.075,2,59,4,
AL,ALF2_1P2Y.2.8,M,ALF2_1P2Y,2,pred+/same,pred+/AL,pred+,AL,28-Jun,1,13-Aug,NA,pred-,0.114,3,600,0,didn't eat 3x
AL,ALF2_1P2Y.2.8,M,ALF2_1P2Y,2,pred+/same,pred+/AL,pred+,AL,28-Jun,2,NA,NA,pred+,0.114,NA,NA,NA,not tested
AL,ALF2_1P4G.2.5,M,ALF2_1P4G,2,pred+/same,pred+/AL,pred+,AL,13-Jul,1,28-Aug,16:19,pred+,0.098,1,126,23,
AL,ALF2_1P4G.2.5,M,ALF2_1P4G,2,pred+/same,pred+/AL,pred+,AL,13-Jul,2,29-Aug,15:41,pred-,0.098,1,583,2,
AL,ALF2_1P4O.4.3,M,ALF2_1P4O,4,pred+/same,pred+/AL,pred+,AL,20-Apr,1,6-Jun,17:45,pred+,0.136,2,207,3,
AL,ALF2_1P4O.4.3,M,ALF2_1P4O,4,pred+/same,pred+/AL,pred+,AL,20-Apr,2,7-Jun,14:51,pred-,0.136,1,83,4,
AL,ALF2_1P4O.5.2,M,ALF2_1P4O,5,pred+/same,pred+/AL,pred+,AL,18-May,1,4-Jul,14:59,pred-,0.083,2,555,19,all at bottom
AL,ALF2_1P4O.5.2,M,ALF2_1P4O,5,pred+/same,pred+/AL,pred+,AL,18-May,2,5-Jul,17:07,pred+,0.083,1,313,16,all at bottom
AL,ALF2_1P4O.6.6,M,ALF2_1P4O,6,pred+/same,pred+/AL,pred+,AL,12-Jul,1,27-Aug,15:39,pred+,0.085,1,82,10,
AL,ALF2_1P4O.6.6,M,ALF2_1P4O,6,pred+/same,pred+/AL,pred+,AL,12-Jul,2,28-Aug,15:15,pred-,0.085,1,16,9,
AL,ALF2_1P4P.2.3,M,ALF2_1P4P,2,pred+/same,pred+/AL,pred+,AL,11-Jan,1,26-Feb,16:25,pred+,0.106,1,21,8,
AL,ALF2_1P4P.2.3,M,ALF2_1P4P,2,pred+/same,pred+/AL,pred+,AL,11-Jan,2,27-Feb,15:50,pred-,0.106,1,63,3,
AL,ALF2_3G4G.3.7,M,ALF2_3G4G,3,pred+/same,pred+/AL,pred+,AL,19-Mar,1,4-May,16:52,pred-,0.105,1,98,24,
AL,ALF2_3G4G.3.7,M,ALF2_3G4G,3,pred+/same,pred+/AL,pred+,AL,19-Mar,2,5-May,15:54,pred+,0.105,1,165,22,
AL,ALF2_3G4G.3.8,M,ALF2_3G4G,3,pred+/same,pred+/AL,pred+,AL,19-Mar,1,5-May,NA,pred+,0.098,2,335,7,
AL,ALF2_3G4G.3.8,M,ALF2_3G4G,3,pred+/same,pred+/AL,pred+,AL,19-Mar,2,7-May,NA,pred-,0.098,2,18,4,
AL,ALF2_3G4G.4.4,M,ALF2_3G4G,4,pred+/same,pred+/AL,pred+,AL,15-Apr,1,31-May,14:20,pred-,0.092,1,31,7,
AL,ALF2_3G4G.4.4,M,ALF2_3G4G,4,pred+/same,pred+/AL,pred+,AL,15-Apr,2,1-Jun,18:25,pred+,0.092,1,9,7,
